Project name,EmployeeCode,TaskName,TimesheetDate,Hours(Filled),TaskType,BusinessGroup,OrganizationUnit,Type of project
2,WAPL-MC-E0151,Idle Time,12-Nov-2024,5.0,Idle Time,INDIA SBU,INDIA,Internal Project
5,WAPL-MC-E0630,D365 Customizations & Jira tickets,12-Nov-2024,2.0,Operational,INDIA SBU,INDIA,Project
3,WAPL-MC-E0622,Analyse each ledger in the Trial Balance as of YTD September and suggest correct treatment,12-Nov-2024,1.0,Operational,INDIA SBU,INDIA,Project
3,WAPL-MC-E0622,Perform sampling on selected ledgers to vouch transactions,12-Nov-2024,3.0,Operational,INDIA SBU,INDIA,Project
4,WAPL-MC-E0622,"Draft the B.Plan for 3 years - Income Statement, Balance Sheet, Cashflow, Overheads assumption",11-Nov-2024,9.0,Intermediate,INDIA SBU,INDIA,Project
4,WAPL-MC-E0622,"Draft the B.Plan for 3 years - Income Statement, Balance Sheet, Cashflow, Overheads assumption",12-Nov-2024,3.0,Intermediate,INDIA SBU,INDIA,Project
2,WAPL-MC-E0520,Idle Time,12-Nov-2024,9.0,Idle Time,INDIA SBU,INDIA,Internal Project
2,WAPL-MC-E0520,Idle Time,13-Nov-2024,9.0,Idle Time,INDIA SBU,INDIA,Internal Project
5,WAPL-MC-E0630,D365 Customizations & Jira tickets,13-Nov-2024,2.0,Operational,INDIA SBU,INDIA,Project
5,WAPL-MC-E0630,DSO Review and Improvement,14-Nov-2024,2.0,Advance,INDIA SBU,INDIA,Project
5,WAPL-MC-E0630,Budget Preparation,19-Nov-2024,4.0,Intermediate,INDIA SBU,INDIA,Project
5,WAPL-MC-E0630,Budget Preparation,20-Nov-2024,4.0,Intermediate,INDIA SBU,INDIA,Project
5,WAPL-MC-E0630,Budget Preparation,21-Nov-2024,4.0,Intermediate,INDIA SBU,INDIA,Project
5,WAPL-MC-E0630,Budget Preparation,22-Nov-2024,4.0,Intermediate,INDIA SBU,INDIA,Project
5,WAPL-MC-E0630,DSO Review and Improvement,19-Nov-2024,4.0,Advance,INDIA SBU,INDIA,Project
5,WAPL-MC-E0630,DSO Review and Improvement,20-Nov-2024,4.0,Advance,INDIA SBU,INDIA,Project
5,WAPL-MC-E0630,DSO Review and Improvement,21-Nov-2024,4.0,Advance,INDIA SBU,INDIA,Project
5,WAPL-MC-E0630,DSO Review and Improvement,22-Nov-2024,2.0,Advance,INDIA SBU,INDIA,Project
5,WAPL-MC-E0630,Hyperion - Netting,22-Nov-2024,2.0,Operational,INDIA SBU,INDIA,Project
5,WAPL-MC-E0630,Budget Preparation,18-Nov-2024,1.0,Intermediate,INDIA SBU,INDIA,Project
5,WAPL-MC-E0584,Console Bundle Ancilliary Reports,29-Oct-2024,5.0,Operational,INDIA SBU,INDIA,Project
5,WAPL-MC-E0584,Console Bundle Verification,28-Oct-2024,4.0,Operational,INDIA SBU,INDIA,Project
5,WAPL-MC-E0584,Japan activities,29-Oct-2024,3.0,Operational,INDIA SBU,INDIA,Project
5,WAPL-MC-E0584,Monthly GP/ Profitability Review,28-Oct-2024,4.0,Intermediate,INDIA SBU,INDIA,Project
5,WAPL-MC-E0584,Japan activities,04-Nov-2024,3.0,Operational,INDIA SBU,INDIA,Project
5,WAPL-MC-E0584,MFR Preparation,04-Nov-2024,3.0,Operational,INDIA SBU,INDIA,Project
5,WAPL-MC-E0584,Open Cost estimates,04-Nov-2024,2.0,Operational,INDIA SBU,INDIA,Project
5,WAPL-MC-E0584,Lock 2 Closing,05-Nov-2024,3.0,Operational,INDIA SBU,INDIA,Project
5,WAPL-MC-E0584,Open Cost estimates,05-Nov-2024,3.0,Operational,INDIA SBU,INDIA,Project
5,WAPL-MC-E0584,Unapproved Payables,05-Nov-2024,3.0,Operational,INDIA SBU,INDIA,Project
5,WAPL-MC-E0584,Japan activities,06-Nov-2024,3.0,Operational,INDIA SBU,INDIA,Project
5,WAPL-MC-E0584,MFR Preparation,06-Nov-2024,3.0,Operational,INDIA SBU,INDIA,Project
5,WAPL-MC-E0584,Open Cost estimates,06-Nov-2024,0.5,Operational,INDIA SBU,INDIA,Project
5,WAPL-MC-E0584,Unapproved Payables,06-Nov-2024,0.5,Operational,INDIA SBU,INDIA,Project
5,WAPL-MC-E0584,MFR Preparation,07-Nov-2024,6.0,Operational,INDIA SBU,INDIA,Project
5,WAPL-MC-E0584,PDD Computations and Check,07-Nov-2024,2.0,Operational,INDIA SBU,INDIA,Project
5,WAPL-MC-E0584,MFR Verification,08-Nov-2024,12.0,Operational,INDIA SBU,INDIA,Project
5,WAPL-MC-E0584,MFR Verification,11-Nov-2024,8.0,Operational,INDIA SBU,INDIA,Project
5,WAPL-MC-E0584,MFR Verification,12-Nov-2024,9.0,Operational,INDIA SBU,INDIA,Project
5,WAPL-MC-E0584,MFR Verification,13-Nov-2024,3.0,Operational,INDIA SBU,INDIA,Project
5,WAPL-MC-E0584,Monthly GP/ Profitability Review,13-Nov-2024,5.0,Intermediate,INDIA SBU,INDIA,Project
5,WAPL-MC-E0584,Japan activities,14-Nov-2024,3.0,Operational,INDIA SBU,INDIA,Project
5,WAPL-MC-E0584,Monthly GP/ Profitability Review,14-Nov-2024,5.0,Intermediate,INDIA SBU,INDIA,Project
5,WAPL-MC-E0584,Hyperion - EPBCS,15-Nov-2024,2.0,Operational,INDIA SBU,INDIA,Project
5,WAPL-MC-E0584,Hyperion - FCCS,15-Nov-2024,3.0,Operational,INDIA SBU,INDIA,Project
5,WAPL-MC-E0584,Japan activities,15-Nov-2024,2.0,Operational,INDIA SBU,INDIA,Project
5,WAPL-MC-E0584,Japan activities,25-Nov-2024,8.0,Operational,INDIA SBU,INDIA,Project
5,WAPL-MC-E0584,Japan activities,18-Nov-2024,8.0,Operational,INDIA SBU,INDIA,Project
5,WAPL-MC-E0584,Japan activities,19-Nov-2024,8.0,Operational,INDIA SBU,INDIA,Project
5,WAPL-MC-E0584,Japan activities,20-Nov-2024,8.0,Operational,INDIA SBU,INDIA,Project
5,WAPL-MC-E0584,Japan activities,21-Nov-2024,8.0,Operational,INDIA SBU,INDIA,Project
5,WAPL-MC-E0499,Invoicing & other internal activities,06-Nov-2024,1.5,Operational,INDIA SBU,INDIA,Project
5,WAPL-MC-E0499,Handover Activities - APAC,19-Nov-2024,0.5,Intermediate,INDIA SBU,INDIA,Project
5,WAPL-MC-E0499,Handover Activities - APAC,22-Nov-2024,1.75,Intermediate,INDIA SBU,INDIA,Project
5,WAPL-MC-E0584,Japan activities,26-Nov-2024,9.0,Operational,INDIA SBU,INDIA,Project
5,WAPL-MC-E0584,Japan activities,27-Nov-2024,6.0,Operational,INDIA SBU,INDIA,Project
5,WAPL-MC-E0584,Handover Activities,27-Nov-2024,3.0,Intermediate,INDIA SBU,INDIA,Project
5,WAPL-MC-E0584,Handover Activities,28-Nov-2024,3.5,Intermediate,INDIA SBU,INDIA,Project
5,WAPL-MC-E0584,Japan activities,28-Nov-2024,5.5,Operational,INDIA SBU,INDIA,Project
5,WAPL-MC-E0584,Japan activities,29-Nov-2024,8.5,Operational,INDIA SBU,INDIA,Project
5,WAPL-MC-E0630,Budget Preparation,28-Nov-2024,3.0,Intermediate,INDIA SBU,INDIA,Project
5,WAPL-MC-E0630,Hyperion - Netting,25-Nov-2024,4.0,Operational,INDIA SBU,INDIA,Project
5,WAPL-MC-E0630,Netting Activities,25-Nov-2024,4.0,Intermediate,INDIA SBU,INDIA,Project
3,WAPL-MC-E0622,Perform sampling on selected ledgers to vouch transactions,13-Nov-2024,3.0,Operational,INDIA SBU,INDIA,Project
4,WAPL-MC-E0622,"Draft the B.Plan for 3 years - Income Statement, Balance Sheet, Cashflow, Overheads assumption",13-Nov-2024,2.0,Intermediate,INDIA SBU,INDIA,Project
2,WAPL-MC-E0520,Idle Time,14-Nov-2024,9.0,Idle Time,INDIA SBU,INDIA,Internal Project
5,WAPL-MC-E0630,Netting Activities,26-Nov-2024,8.0,Intermediate,INDIA SBU,INDIA,Project
5,WAPL-MC-E0630,Cashflow & Liquidity analysis,27-Nov-2024,8.0,Intermediate,INDIA SBU,INDIA,Project
5,WAPL-MC-E0630,Netting Activities,28-Nov-2024,2.0,Intermediate,INDIA SBU,INDIA,Project
5,WAPL-MC-E0630,Cashflow & Liquidity analysis,28-Nov-2024,3.0,Intermediate,INDIA SBU,INDIA,Project
5,WAPL-MC-E0630,Logical Checks Review,29-Nov-2024,4.0,Intermediate,INDIA SBU,INDIA,Project
5,WAPL-MC-E0630,Netting Activities,29-Nov-2024,2.0,Intermediate,INDIA SBU,INDIA,Project
5,WAPL-MC-E0630,Hygiene Improvements of Managerial Report,29-Nov-2024,2.0,Operational,INDIA SBU,INDIA,Project
5,WAPL-MC-E0584,Other Adhoc Activities,02-Dec-2024,2.0,Operational,INDIA SBU,INDIA,Project
5,WAPL-MC-E0584,Handover Activities,02-Dec-2024,1.0,Intermediate,INDIA SBU,INDIA,Project
5,WAPL-MC-E0584,Lock 2 Closing,02-Dec-2024,1.5,Operational,INDIA SBU,INDIA,Project
5,WAPL-MC-E0584,Open Cost estimates,02-Dec-2024,3.25,Operational,INDIA SBU,INDIA,Project
5,WAPL-MC-E0584,Unapproved Payables,02-Dec-2024,1.5,Operational,INDIA SBU,INDIA,Project
5,WAPL-MC-E0499,Handover Activities - APAC,29-Nov-2024,0.5,Intermediate,INDIA SBU,INDIA,Project
5,WAPL-MC-E0499,Handover Activities - Europe,29-Nov-2024,0.5,Intermediate,INDIA SBU,INDIA,Project
5,WAPL-MC-E0499,Invoicing & other internal activities,29-Nov-2024,0.5,Operational,INDIA SBU,INDIA,Project
5,WAPL-MC-E0584,Other Adhoc Activities,03-Dec-2024,9.0,Operational,INDIA SBU,INDIA,Project
5,WAPL-MC-E0584,Other Adhoc Activities,04-Dec-2024,8.5,Operational,INDIA SBU,INDIA,Project
2,WAPL-MC-E0642,Idle Time,11-Nov-2024,8.0,Idle Time,INDIA SBU,INDIA,Internal Project
2,WAPL-MC-E0642,Idle Time,12-Nov-2024,8.0,Idle Time,INDIA SBU,INDIA,Internal Project
2,WAPL-MC-E0642,Idle Time,13-Nov-2024,8.0,Idle Time,INDIA SBU,INDIA,Internal Project
2,WAPL-MC-E0642,Idle Time,14-Nov-2024,8.0,Idle Time,INDIA SBU,INDIA,Internal Project
2,WAPL-MC-E0642,Idle Time,15-Nov-2024,8.0,Idle Time,INDIA SBU,INDIA,Internal Project
2,WAPL-MC-E0609,Idle Time,04-Nov-2024,9.0,Idle Time,INDIA SBU,INDIA,Internal Project
2,WAPL-MC-E0609,Idle Time,05-Nov-2024,9.0,Idle Time,INDIA SBU,INDIA,Internal Project
2,WAPL-MC-E0609,Idle Time,06-Nov-2024,9.0,Idle Time,INDIA SBU,INDIA,Internal Project
2,WAPL-MC-E0609,Idle Time,07-Nov-2024,9.0,Idle Time,INDIA SBU,INDIA,Internal Project
2,WAPL-MC-E0609,Idle Time,08-Nov-2024,9.0,Idle Time,INDIA SBU,INDIA,Internal Project
2,WAPL-MC-E0642,Idle Time,04-Nov-2024,8.0,Idle Time,INDIA SBU,INDIA,Internal Project
2,WAPL-MC-E0642,Idle Time,05-Nov-2024,8.0,Idle Time,INDIA SBU,INDIA,Internal Project
2,WAPL-MC-E0642,Idle Time,06-Nov-2024,8.0,Idle Time,INDIA SBU,INDIA,Internal Project
2,WAPL-MC-E0642,Idle Time,07-Nov-2024,8.0,Idle Time,INDIA SBU,INDIA,Internal Project
2,WAPL-MC-E0642,Idle Time,08-Nov-2024,8.0,Idle Time,INDIA SBU,INDIA,Internal Project
2,WAPL-MC-E0642,Idle Time,28-Oct-2024,8.0,Idle Time,INDIA SBU,INDIA,Internal Project
2,WAPL-MC-E0642,Idle Time,29-Oct-2024,8.0,Idle Time,INDIA SBU,INDIA,Internal Project
2,WAPL-MC-E0642,Idle Time,30-Oct-2024,8.0,Idle Time,INDIA SBU,INDIA,Internal Project
2,WAPL-MC-E0642,Idle Time,31-Oct-2024,8.0,Idle Time,INDIA SBU,INDIA,Internal Project
2,WAPL-MC-E0642,Idle Time,01-Nov-2024,8.0,Idle Time,INDIA SBU,INDIA,Internal Project
2,WAPL-MC-E0642,Idle Time,18-Nov-2024,8.0,Idle Time,INDIA SBU,INDIA,Internal Project
2,WAPL-MC-E0642,Idle Time,19-Nov-2024,8.0,Idle Time,INDIA SBU,INDIA,Internal Project
2,WAPL-MC-E0642,Idle Time,20-Nov-2024,8.0,Idle Time,INDIA SBU,INDIA,Internal Project
2,WAPL-MC-E0642,Idle Time,21-Nov-2024,8.0,Idle Time,INDIA SBU,INDIA,Internal Project
2,WAPL-MC-E0642,Idle Time,22-Nov-2024,8.0,Idle Time,INDIA SBU,INDIA,Internal Project
6,WAPL-MC-E0244,Co-ordinate with various stakeholders to drive initiatives as a PMO,04-Nov-2024,2.0,Intermediate,INDIA SBU,INDIA,Project
6,WAPL-MC-E0244,Co-ordinate with various stakeholders to drive initiatives as a PMO,05-Nov-2024,2.0,Intermediate,INDIA SBU,INDIA,Project
6,WAPL-MC-E0244,Co-ordinate with various stakeholders to drive initiatives as a PMO,06-Nov-2024,2.0,Intermediate,INDIA SBU,INDIA,Project
6,WAPL-MC-E0244,Co-ordinate with various stakeholders to drive initiatives as a PMO,07-Nov-2024,2.0,Intermediate,INDIA SBU,INDIA,Project
6,WAPL-MC-E0244,Co-ordinate with various stakeholders to drive initiatives as a PMO,08-Nov-2024,2.0,Intermediate,INDIA SBU,INDIA,Project
6,WAPL-MC-E0244,Review the current operating model,04-Nov-2024,2.0,Operational,INDIA SBU,INDIA,Project
6,WAPL-MC-E0244,Review the current operating model,05-Nov-2024,2.0,Operational,INDIA SBU,INDIA,Project
6,WAPL-MC-E0244,Review the current operating model,06-Nov-2024,2.0,Operational,INDIA SBU,INDIA,Project
6,WAPL-MC-E0244,Review the current operating model,07-Nov-2024,2.0,Operational,INDIA SBU,INDIA,Project
6,WAPL-MC-E0244,Review the current operating model,08-Nov-2024,2.0,Operational,INDIA SBU,INDIA,Project
6,WAPL-MC-E0244,Identify avenues to improve operational efficiency,04-Nov-2024,2.0,Intermediate,INDIA SBU,INDIA,Project
6,WAPL-MC-E0244,Identify avenues to improve operational efficiency,05-Nov-2024,2.0,Intermediate,INDIA SBU,INDIA,Project
6,WAPL-MC-E0244,Identify avenues to improve operational efficiency,06-Nov-2024,2.0,Intermediate,INDIA SBU,INDIA,Project
6,WAPL-MC-E0244,Identify avenues to improve operational efficiency,07-Nov-2024,2.0,Intermediate,INDIA SBU,INDIA,Project
6,WAPL-MC-E0244,Identify avenues to improve operational efficiency,08-Nov-2024,2.0,Intermediate,INDIA SBU,INDIA,Project
6,WAPL-MC-E0244,Co-ordinate with various stakeholders to drive initiatives as a PMO,11-Nov-2024,2.0,Intermediate,INDIA SBU,INDIA,Project
6,WAPL-MC-E0244,Co-ordinate with various stakeholders to drive initiatives as a PMO,12-Nov-2024,2.0,Intermediate,INDIA SBU,INDIA,Project
6,WAPL-MC-E0244,Co-ordinate with various stakeholders to drive initiatives as a PMO,13-Nov-2024,2.0,Intermediate,INDIA SBU,INDIA,Project
6,WAPL-MC-E0244,Co-ordinate with various stakeholders to drive initiatives as a PMO,14-Nov-2024,2.0,Intermediate,INDIA SBU,INDIA,Project
6,WAPL-MC-E0244,Co-ordinate with various stakeholders to drive initiatives as a PMO,15-Nov-2024,2.0,Intermediate,INDIA SBU,INDIA,Project
6,WAPL-MC-E0244,Drive change management that will improve execution rigour,11-Nov-2024,3.0,Intermediate,INDIA SBU,INDIA,Project
6,WAPL-MC-E0244,Drive change management that will improve execution rigour,12-Nov-2024,3.0,Intermediate,INDIA SBU,INDIA,Project
6,WAPL-MC-E0244,Drive change management that will improve execution rigour,13-Nov-2024,3.0,Intermediate,INDIA SBU,INDIA,Project
6,WAPL-MC-E0244,Drive change management that will improve execution rigour,14-Nov-2024,3.0,Intermediate,INDIA SBU,INDIA,Project
6,WAPL-MC-E0244,Drive change management that will improve execution rigour,15-Nov-2024,3.0,Intermediate,INDIA SBU,INDIA,Project
5,WAPL-MC-E0584,Other Adhoc Activities,05-Dec-2024,10.0,Operational,INDIA SBU,INDIA,Project
5,WAPL-MC-E0584,Other Adhoc Activities,06-Dec-2024,5.0,Operational,INDIA SBU,INDIA,Project
5,WAPL-MC-E0584,MFR Verification,06-Dec-2024,3.0,Operational,INDIA SBU,INDIA,Project
5,WAPL-MC-E0630,Budget Preparation,02-Dec-2024,2.5,Intermediate,INDIA SBU,INDIA,Project
5,WAPL-MC-E0630,D365 Customizations & Jira tickets,02-Dec-2024,1.5,Operational,INDIA SBU,INDIA,Project
5,WAPL-MC-E0630,Netting Activities,02-Dec-2024,1.0,Intermediate,INDIA SBU,INDIA,Project
3,WAPL-MC-E0622,Analyse each ledger in the Trial Balance as of YTD September and suggest correct treatment,14-Nov-2024,1.0,Operational,INDIA SBU,INDIA,Project
3,WAPL-MC-E0622,Review bank reconciliations for accuracy and completeness and TB reconciles with bank balance,15-Nov-2024,6.0,Operational,INDIA SBU,INDIA,Project
