Stage ID,Project name,Deal ID,Stage,Modified_By,Modified_Time,Deal Amount,Probability,Deal_Closing_Date,Currency,Stage_Duration_Time,Last_Activity_Time,Moved_To__s,Expected_closure_date,Stage Duration Days,Stage_Duration_Calendar_Days,Stage Group
655193000001698453,212,655193000001697721,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698451,1412,655193000001697720,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698449,154,655193000001697719,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698447,155,655193000001697718,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698445,156,655193000001697717,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698443,799,655193000001697716,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698441,800,655193000001697715,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698439,863,655193000001697714,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698437,801,655193000001697713,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698435,864,655193000001697712,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698433,865,655193000001697711,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698431,802,655193000001697710,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698429,1413,655193000001697709,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698427,1156,655193000001697708,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698425,157,655193000001697707,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698423,1414,655193000001697706,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698421,803,655193000001697705,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698419,804,655193000001697704,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698417,805,655193000001697703,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698415,213,655193000001697702,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698413,806,655193000001697701,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698411,807,655193000001697700,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698409,193,655193000001697699,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698407,1157,655193000001697698,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698405,1478,655193000001697697,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698403,808,655193000001697696,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698401,194,655193000001697695,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698399,158,655193000001697694,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698397,1064,655193000001697693,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698395,1212,655193000001697692,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698393,1190,655193000001697691,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698391,866,655193000001697690,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698389,867,655193000001697689,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698387,159,655193000001697688,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698385,809,655193000001697687,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698383,810,655193000001697686,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698381,811,655193000001697685,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698379,160,655193000001697684,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698377,1333,655193000001697683,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698375,1479,655193000001697682,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698373,214,655193000001697681,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698371,1110,655193000001697680,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698369,195,655193000001697679,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698367,161,655193000001697678,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698365,1415,655193000001697677,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698363,1416,655193000001697676,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698361,1480,655193000001697675,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698359,812,655193000001697674,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698357,1111,655193000001697673,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698355,1285,655193000001697672,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698353,196,655193000001697671,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698351,813,655193000001697670,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698349,1417,655193000001697669,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698347,868,655193000001697668,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698345,1566,655193000001697667,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698343,814,655193000001697666,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698341,197,655193000001697665,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698339,815,655193000001697664,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698337,162,655193000001697663,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698335,163,655193000001697662,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698333,875,655193000001697661,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698331,869,655193000001697660,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698329,198,655193000001697659,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698327,1191,655193000001697658,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698325,870,655193000001697657,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698323,1213,655193000001697656,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698321,816,655193000001697655,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698319,164,655193000001697654,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698317,215,655193000001697653,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698315,1242,655193000001697652,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698313,199,655193000001697651,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698311,817,655193000001697650,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698309,165,655193000001697649,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698307,200,655193000001697648,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698305,818,655193000001697647,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698303,876,655193000001697646,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698301,1669,655193000001697645,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698299,819,655193000001697644,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698297,820,655193000001697643,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698295,166,655193000001697642,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698293,167,655193000001697641,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698291,1112,655193000001697640,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698289,821,655193000001697639,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698287,201,655193000001697638,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698285,1158,655193000001697637,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698283,216,655193000001697636,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698281,822,655193000001697635,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698279,1286,655193000001697634,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698277,1641,655193000001697633,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698275,823,655193000001697632,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698273,1642,655193000001697631,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698271,877,655193000001697630,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698269,1567,655193000001697629,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698267,1481,655193000001697628,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698265,824,655193000001697627,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698263,1418,655193000001697626,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698261,168,655193000001697625,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698259,1236,655193000001697624,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698257,169,655193000001697623,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698255,825,655193000001697622,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698253,1568,655193000001697621,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698251,1287,655193000001697620,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698249,202,655193000001697619,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698247,826,655193000001697618,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698245,170,655193000001697617,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698243,827,655193000001697616,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698241,828,655193000001697615,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698239,829,655193000001697614,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698237,171,655193000001697613,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698235,1643,655193000001697612,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698233,203,655193000001697611,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698231,217,655193000001697610,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698229,830,655193000001697609,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698227,1419,655193000001697608,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698225,831,655193000001697607,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698223,832,655193000001697606,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698221,1482,655193000001697605,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698219,878,655193000001697604,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698217,833,655193000001697603,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698215,834,655193000001697602,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698213,871,655193000001697601,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698211,172,655193000001697600,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698209,835,655193000001697599,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698207,173,655193000001697598,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698205,836,655193000001697597,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698203,837,655193000001697596,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698201,1420,655193000001697595,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698199,872,655193000001697594,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698197,174,655193000001697593,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698195,838,655193000001697592,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698193,175,655193000001697591,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698191,1569,655193000001697590,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698189,839,655193000001697589,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698187,840,655193000001697588,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698185,204,655193000001697587,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698183,873,655193000001697586,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698181,176,655193000001697585,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698179,879,655193000001697584,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698177,218,655193000001697583,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698175,177,655193000001697582,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698173,841,655193000001697581,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698171,880,655193000001697580,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698169,881,655193000001697579,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698167,842,655193000001697578,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698165,1483,655193000001697577,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698163,1113,655193000001697576,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698161,219,655193000001697575,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698159,843,655193000001697574,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698157,874,655193000001697573,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698155,178,655193000001697572,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698153,844,655193000001697571,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698151,179,655193000001697570,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698149,1114,655193000001697569,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698147,1115,655193000001697568,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698145,1255,655193000001697567,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698143,1237,655193000001697566,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698141,1116,655193000001697565,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698139,1421,655193000001697564,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698137,845,655193000001697563,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698135,882,655193000001697562,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698133,220,655193000001697561,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698131,180,655193000001697560,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698129,1117,655193000001697559,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698127,181,655193000001697558,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698125,182,655193000001697557,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698123,883,655193000001697556,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698121,1172,655193000001697555,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698119,1644,655193000001697554,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698117,183,655193000001697553,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698115,1288,655193000001697552,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698113,1484,655193000001697551,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698111,221,655193000001697550,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698109,205,655193000001697549,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698107,206,655193000001697548,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698105,846,655193000001697547,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698103,884,655193000001697546,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698101,1159,655193000001697545,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
655193000001698099,184,655193000001697544,Lead - Attempt to Contact,655193000001491001,2024-07-11,0.0,10,,USD,,2024-07-11,,,446,,Lead
